age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,predicted_probability
25,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,114,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.19405790382106805
29,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,153,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.194055659965732
18,student,single,high.school,no,no,no,cellular,may,fri,271,1,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,yes,0.19384962248836315
27,admin.,married,university.degree,no,no,no,cellular,jul,fri,146,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.1934164040516147
32,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,54,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.1931409905580099
56,retired,married,basic.4y,no,yes,yes,cellular,nov,thu,258,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.1925
62,retired,divorced,university.degree,no,yes,no,telephone,oct,wed,129,3,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,no,0.1925
47,services,married,high.school,no,unknown,unknown,telephone,jun,wed,347,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0.1925
52,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.1925
34,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,239,2,11,1,success,-1.8,92.893,-46.2,1.244,5099.1,no,0.1925
30,admin.,married,university.degree,no,no,no,cellular,apr,tue,161,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0.1925
25,technician,married,university.degree,no,yes,no,cellular,may,tue,127,1,12,1,success,-1.8,92.893,-46.2,1.291,5099.1,no,0.19239956064613434
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,371,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes,0.1922166919575114
31,services,single,high.school,no,no,yes,cellular,may,tue,450,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.19115557311987935
32,admin.,single,university.degree,no,yes,no,cellular,dec,tue,449,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,yes,0.19061551778844651
34,technician,married,professional.course,no,yes,no,cellular,nov,mon,53,2,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,no,0.19
48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,thu,1111,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.19
28,admin.,single,university.degree,no,no,no,cellular,jul,tue,35,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.19
34,unknown,married,basic.4y,no,yes,yes,cellular,apr,thu,91,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,no,0.19
33,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,15,1,999,2,failure,-1.7,94.055,-39.8,0.727,4991.6,no,0.19
28,services,single,university.degree,no,yes,no,cellular,jul,mon,316,4,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,yes,0.19
33,technician,married,high.school,no,yes,no,cellular,aug,thu,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.18988590519115206
23,admin.,single,high.school,no,no,no,telephone,jul,thu,331,1,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,no,0.18984975226819378
32,blue-collar,married,professional.course,unknown,no,no,cellular,apr,thu,140,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.18972086494688922
30,services,single,professional.course,no,yes,no,cellular,apr,fri,186,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.18971433990895295
50,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,mon,201,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.18971433990895295
35,technician,divorced,professional.course,no,no,no,cellular,aug,fri,424,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.18971327769347496
34,technician,single,university.degree,no,no,no,cellular,jul,tue,173,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1895668335699645
30,services,single,high.school,no,yes,yes,cellular,may,fri,255,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.18949534775846544
60,management,married,university.degree,no,no,no,cellular,jul,fri,241,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.18943611532625187
49,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,mon,786,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1890199141773945
30,admin.,single,high.school,no,yes,no,cellular,aug,fri,406,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.18888187594110387
29,services,married,basic.9y,no,yes,no,cellular,jul,fri,1389,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.18817184000528647
28,admin.,single,high.school,no,no,no,cellular,jul,mon,259,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.18815638889180125
52,admin.,married,university.degree,no,no,no,cellular,sep,fri,1104,2,999,0,nonexistent,-3.4,92.379,-29.8,0.762,5017.5,yes,0.1879157384952527
53,unknown,single,unknown,no,yes,no,cellular,jul,thu,343,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1875
35,technician,single,professional.course,no,no,yes,cellular,may,thu,181,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,0.1875
41,services,single,high.school,no,yes,yes,cellular,apr,wed,264,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes,0.1875
32,management,married,professional.course,unknown,no,no,cellular,jul,mon,565,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1875
66,retired,married,unknown,no,no,no,cellular,aug,mon,43,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,no,0.1875
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,447,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no,0.1875
54,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,237,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.1875
44,admin.,married,university.degree,unknown,yes,no,telephone,may,fri,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.1875
55,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,260,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0.18736507191195984
20,student,single,unknown,no,yes,no,cellular,apr,wed,184,4,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes,0.18714671265535274
53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,61,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.1870967024366833
33,management,married,university.degree,no,yes,no,telephone,mar,thu,181,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,yes,0.18654159716541013
52,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,294,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.18632699294376412
28,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,148,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,no,0.185
41,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,366,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0.185
38,admin.,divorced,university.degree,no,no,no,cellular,may,mon,79,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0.185
43,admin.,single,high.school,no,no,no,cellular,may,thu,209,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0.185
33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,369,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.185
37,management,single,university.degree,no,no,no,cellular,apr,mon,161,1,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,no,0.185
36,admin.,married,high.school,no,no,no,cellular,sep,thu,543,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,yes,0.185
25,technician,single,professional.course,no,yes,no,cellular,jun,mon,29,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,0.185
88,retired,married,basic.4y,no,no,no,cellular,sep,mon,127,2,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,no,0.185
35,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,139,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.18461384890909457
38,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,jul,fri,1120,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0.18439063139322653
48,services,married,basic.9y,no,yes,no,cellular,aug,mon,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.1841935561173019
27,services,married,high.school,no,no,no,cellular,jul,thu,184,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.1840432519421081
27,technician,married,university.degree,no,yes,no,cellular,may,fri,131,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.18394326613119566
28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,64,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.18382225017166445
28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,187,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.18382225017166445
23,services,single,high.school,no,no,no,cellular,jul,thu,1097,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0.18375282386142494
36,admin.,married,high.school,no,no,no,cellular,aug,mon,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.18371091268761794
33,admin.,single,university.degree,no,no,no,cellular,apr,fri,326,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.183689193863595
22,student,single,basic.9y,no,no,no,telephone,aug,tue,26,1,999,0,nonexistent,-1.7,94.027,-38.3,0.889,4991.6,no,0.18344214247811308
30,management,married,university.degree,no,no,no,cellular,jul,wed,103,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.1825
43,blue-collar,married,high.school,no,no,no,cellular,jul,fri,297,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.1825
25,student,single,high.school,no,no,yes,telephone,jun,wed,433,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0.1825
31,services,single,high.school,no,no,no,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.1825
36,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,246,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,0.1825
58,housemaid,married,basic.4y,no,yes,no,cellular,may,wed,413,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.1825
33,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,79,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,yes,0.1825
48,admin.,married,university.degree,no,no,yes,cellular,may,mon,312,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,0.1825
31,services,single,high.school,no,no,no,cellular,may,wed,343,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0.1825
25,admin.,married,high.school,no,yes,no,telephone,jul,mon,29,1,999,0,nonexistent,-1.7,94.215,-40.3,0.793,4991.6,no,0.1825
39,technician,married,high.school,no,yes,no,cellular,nov,fri,408,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.1825
36,admin.,married,university.degree,no,no,no,cellular,jul,thu,1739,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,0.1825
25,services,single,high.school,unknown,no,no,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.1825
27,admin.,single,high.school,no,no,no,cellular,apr,thu,229,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.1824125709644814
31,services,single,university.degree,no,no,yes,cellular,jul,fri,409,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.18222230652503793
51,services,married,high.school,no,yes,no,cellular,nov,mon,176,1,999,1,failure,-1.1,94.767,-50.8,1.05,4963.6,no,0.18221525037936268
30,self-employed,married,professional.course,unknown,yes,no,cellular,nov,tue,273,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.18221107738998485
46,admin.,single,high.school,no,no,yes,cellular,may,mon,83,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,0.1821149332899953
32,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,240,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.18156133982272835
35,services,single,university.degree,no,unknown,unknown,cellular,jun,tue,67,2,999,1,failure,-2.9,92.963,-40.8,1.286,5076.2,no,0.18
33,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,99,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,no,0.18
37,services,married,high.school,no,no,no,cellular,nov,wed,459,2,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes,0.18
59,retired,married,professional.course,unknown,yes,yes,cellular,jul,mon,494,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,0.18
25,technician,single,professional.course,no,yes,no,cellular,jul,tue,134,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.18
48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,1062,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,0.18
32,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,18,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,no,0.18
57,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,429,4,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,yes,0.18
39,unemployed,married,professional.course,no,yes,no,telephone,jun,wed,281,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.18
37,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,739,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,0.18
53,retired,married,basic.9y,no,no,no,cellular,may,wed,133,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.18
22,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,may,tue,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.18
56,admin.,single,university.degree,no,yes,no,cellular,mar,wed,175,1,999,1,failure,-1.8,93.369,-34.8,0.634,5008.7,yes,0.18
28,admin.,married,high.school,no,no,yes,telephone,jun,mon,13,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,no,0.18
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,591,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.17984983753176975
28,admin.,single,university.degree,no,yes,no,cellular,jun,fri,232,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,0.17972230652503793
32,admin.,divorced,high.school,no,no,no,cellular,may,fri,25,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.179320486059341
42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,193,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.1791552834263956
24,services,single,high.school,no,yes,no,cellular,may,fri,53,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0.17827940423606856
33,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,661,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.1780218836338387
26,technician,single,university.degree,no,no,yes,cellular,jul,tue,67,5,999,1,failure,-2.9,92.469,-33.6,0.908,5076.2,no,0.1775
33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,143,2,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,no,0.1775
55,services,married,high.school,no,yes,no,cellular,aug,wed,63,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.1775
49,admin.,married,university.degree,no,no,no,cellular,sep,fri,110,6,999,3,failure,-1.1,94.199,-37.5,0.883,4963.6,no,0.1775
29,admin.,single,high.school,no,no,no,cellular,may,fri,553,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0.1775
31,services,single,university.degree,no,no,no,cellular,may,mon,262,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes,0.1775
34,admin.,single,university.degree,no,no,no,cellular,may,mon,75,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no,0.1775
35,unemployed,divorced,university.degree,no,no,no,cellular,apr,tue,253,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,no,0.17721995447647954
33,services,married,high.school,no,yes,yes,cellular,may,thu,273,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0.1772154779969651
29,management,single,university.degree,no,no,no,cellular,apr,mon,190,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.1767603668252917
35,admin.,married,university.degree,no,yes,no,cellular,oct,wed,300,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no,0.17642989394410372
39,technician,married,university.degree,no,yes,no,cellular,aug,mon,57,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.17641005682327962
33,unemployed,married,university.degree,no,yes,no,telephone,jul,fri,25,1,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,no,0.175
30,technician,single,professional.course,no,yes,no,cellular,apr,fri,346,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.175
26,student,single,high.school,no,no,no,cellular,aug,fri,133,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no,0.175
30,technician,married,high.school,no,no,no,cellular,aug,thu,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.175
34,student,single,professional.course,no,yes,no,telephone,oct,fri,6,1,999,0,nonexistent,-1.1,94.601,-49.5,0.993,4963.6,no,0.175
36,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,160,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.175
59,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,66,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,0.175
54,housemaid,married,basic.4y,unknown,no,no,telephone,aug,wed,23,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.175
56,entrepreneur,married,university.degree,no,yes,yes,cellular,may,fri,536,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.175
36,admin.,married,high.school,no,no,no,cellular,nov,thu,59,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0.175
46,services,married,high.school,no,no,yes,cellular,jul,mon,306,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.17490082874737944
33,technician,married,basic.9y,unknown,yes,no,cellular,jul,fri,436,4,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no,0.17471790591805764
48,technician,married,professional.course,no,yes,no,cellular,sep,mon,669,1,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,no,0.1744325493171472
33,technician,married,professional.course,no,no,no,cellular,aug,fri,335,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.17442549317147193
33,technician,married,professional.course,no,no,no,cellular,aug,fri,45,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.17442549317147193
41,self-employed,married,basic.9y,no,no,yes,cellular,aug,fri,173,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.1741027321143154
49,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,221,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.17368483869879572
49,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,771,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.17368483869879572
26,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,199,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.17280069799298592
54,technician,divorced,university.degree,no,no,no,cellular,may,wed,91,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0.1725
23,blue-collar,married,high.school,no,yes,no,cellular,may,fri,50,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0.1725
33,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,159,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.1725
34,management,single,university.degree,no,no,yes,cellular,may,wed,155,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.1725
35,blue-collar,married,unknown,no,yes,no,cellular,may,mon,40,8,10,1,success,-1.8,92.893,-46.2,1.299,5099.1,no,0.1725
40,student,single,high.school,no,yes,no,cellular,may,tue,333,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.1725
43,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,339,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.1722272382397572
26,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,fri,300,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.1722191957511381
47,management,married,university.degree,no,yes,no,cellular,jul,wed,123,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,no,0.17199559309083962
21,student,single,basic.9y,no,no,no,telephone,jul,thu,5,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,no,0.17069455185685045
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,172,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.17
26,student,single,professional.course,no,no,yes,cellular,may,fri,182,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,0.17
29,admin.,married,basic.9y,no,yes,no,cellular,jul,fri,247,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.17
30,services,divorced,basic.9y,no,no,no,telephone,may,thu,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.17
43,technician,married,university.degree,no,no,no,cellular,aug,thu,160,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no,0.17
32,unknown,single,professional.course,no,no,no,telephone,jul,thu,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.17
41,services,married,high.school,unknown,yes,yes,telephone,may,mon,146,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.17
42,technician,single,unknown,no,yes,no,cellular,aug,tue,158,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no,0.17
58,retired,divorced,university.degree,no,yes,no,telephone,may,wed,314,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.17
46,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,148,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.17
26,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,149,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0.17
50,technician,married,university.degree,no,unknown,unknown,cellular,aug,tue,107,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.17
64,retired,married,university.degree,no,no,no,telephone,aug,mon,133,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,no,0.17
37,self-employed,single,basic.4y,no,no,yes,cellular,may,mon,297,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0.16989787599579795
28,admin.,single,high.school,unknown,yes,yes,cellular,may,thu,275,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0.16971183611532623
41,technician,single,university.degree,no,no,no,telephone,jun,tue,270,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0.16969980277033497
27,blue-collar,single,basic.4y,no,no,no,cellular,apr,thu,622,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.16912417757972997
44,management,married,basic.6y,no,yes,yes,cellular,apr,wed,154,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,0.16806232317960038
29,admin.,married,university.degree,no,yes,no,cellular,aug,fri,137,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.1677331793669683
51,admin.,married,university.degree,no,no,no,telephone,jul,mon,172,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1675
58,management,single,university.degree,no,no,no,cellular,may,fri,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0.1675
33,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,490,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0.1675
27,self-employed,single,university.degree,no,unknown,unknown,cellular,aug,mon,130,2,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,no,0.1675
35,management,married,university.degree,no,yes,no,cellular,aug,mon,69,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.1675
47,entrepreneur,divorced,high.school,no,no,no,cellular,apr,thu,71,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,0.1675
65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,89,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no,0.1675
42,admin.,married,professional.course,no,yes,no,telephone,nov,thu,90,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,yes,0.1675
40,services,married,basic.6y,unknown,yes,no,telephone,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.1675
32,management,married,high.school,no,yes,yes,telephone,may,tue,62,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.1675
31,admin.,single,high.school,no,no,no,cellular,jul,tue,140,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.1675
45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,wed,262,9,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0.1675
40,admin.,single,high.school,no,no,yes,cellular,may,wed,172,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.1675
39,services,married,high.school,no,yes,yes,telephone,may,wed,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.1675
44,admin.,divorced,high.school,no,no,no,cellular,jul,tue,573,5,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,yes,0.1675
56,technician,married,professional.course,no,yes,no,cellular,jul,mon,163,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.1675
42,admin.,single,high.school,no,yes,no,cellular,apr,fri,392,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.1675
45,admin.,single,high.school,no,no,no,cellular,may,mon,1487,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0.16720710599184876
26,services,single,high.school,no,yes,no,cellular,may,mon,274,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0.1667153539639556
