VendorID,tpep_pickup_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,pickup_borough,payment_type,fare_amount,mta_tax,improvement_surcharge,congestion_surcharge,tolls_amount,tip_amount,total_amount
1,2024-01-03 18:44:45,4,10.25,23,99,LGA Airport,1,36.31,0.5,1.0,0.0,0.0,7.74,45.55
2,2024-01-01 07:17:13,3,2.6,234,180,Queens,1,13.58,0.5,1.0,0.0,0.0,1.55,16.63
1,2024-01-24 10:35:44,2,2.26,72,140,Manhattan,2,14.9,0.5,1.0,2.75,0.0,0.12,19.27
1,2024-01-06 21:06:30,5,3.5,47,166,Manhattan,1,20.13,0.5,1.0,2.75,0.0,4.88,29.26
1,2024-01-20 11:46:33,2,2.51,103,39,Manhattan,1,11.16,0.5,1.0,2.75,0.0,2.29,17.7
2,2024-01-21 08:35:11,1,7.07,139,135,Queens,2,22.62,0.5,1.0,0.0,0.0,0.01,24.13
1,2024-01-18 20:26:43,2,3.8,104,243,Brooklyn,2,14.1,0.5,1.0,0.0,0.0,0.39,15.99
1,2024-01-04 19:49:27,6,6.24,234,218,Queens,1,22.65,0.5,1.0,0.0,0.0,4.9,29.05
2,2024-01-19 17:06:12,1,2.27,177,80,Manhattan,1,14.88,0.5,1.0,2.75,0.0,3.4,22.53
1,2024-01-25 23:00:29,2,4.96,109,216,Manhattan,1,19.01,0.5,1.0,2.75,0.0,4.05,27.31
1,2024-01-22 19:03:29,1,3.52,139,12,Queens,1,16.12,0.5,1.0,0.0,0.0,2.5,20.12
1,2024-01-26 14:58:20,1,9.1,174,105,Manhattan,1,34.25,0.5,1.0,2.75,0.0,6.46,44.96
1,2024-01-18 18:00:41,1,12.81,93,235,Brooklyn,1,40.1,0.5,1.0,0.0,0.0,5.83,47.43
2,2024-01-04 02:27:50,2,4.14,47,196,Manhattan,2,19.87,0.5,1.0,2.75,0.0,0.1,24.22
2,2024-01-01 08:10:52,2,1.58,106,236,Bronx,2,11.0,0.5,1.0,0.0,0.0,0.04,12.54
1,2024-01-13 13:33:46,4,2.49,23,224,Manhattan,1,13.95,0.5,1.0,2.75,0.0,3.11,21.31
1,2024-01-06 20:58:08,3,1.77,153,133,Manhattan,1,8.89,0.5,1.0,2.75,0.0,1.48,14.62
2,2024-01-11 19:16:41,3,2.89,125,185,Manhattan,2,17.64,0.5,1.0,2.75,0.0,0.06,21.95
2,2024-01-27 10:08:16,1,4.82,165,32,Brooklyn,1,14.37,0.5,1.0,0.0,0.0,2.02,17.89
2,2024-01-12 06:14:44,1,0.77,167,257,Manhattan,1,8.68,0.5,1.0,2.75,0.0,0.88,13.81
1,2024-01-02 20:17:50,1,2.08,85,14,Brooklyn,1,15.12,0.5,1.0,0.0,0.0,2.19,18.81
2,2024-01-25 14:43:24,3,2.8,211,11,Queens,1,14.58,0.5,1.0,0.0,0.0,3.58,19.66
1,2024-01-14 18:35:13,2,1.77,217,40,Manhattan,2,8.78,0.5,1.0,2.75,0.0,0.18,13.21
2,2024-01-27 22:16:37,2,2.51,110,132,Manhattan,1,13.49,0.5,1.0,2.75,0.0,3.21,20.95
1,2024-01-12 17:34:31,2,17.98,55,76,LGA Airport,1,56.66,0.5,1.0,0.0,6.94,6.01,71.11
1,2024-01-08 09:13:54,4,1.61,254,259,Manhattan,1,10.6,0.5,1.0,2.75,0.0,1.99,16.84
1,2024-01-14 19:34:56,3,1.72,179,250,Manhattan,1,11.75,0.5,1.0,2.75,0.0,2.84,18.84
1,2024-01-15 09:09:05,3,1.63,259,55,Manhattan,1,12.9,0.5,1.0,2.75,0.0,2.61,19.76
2,2024-01-04 20:59:21,6,10.03,66,261,Manhattan,1,38.99,0.5,1.0,2.75,0.0,4.13,47.37
1,2024-01-28 20:39:11,5,13.89,220,66,JFK Airport,1,71.36,0.5,1.0,0.0,0.0,12.44,85.3
2,2024-01-15 21:46:59,1,1.36,100,130,Manhattan,1,8.64,0.5,1.0,2.75,0.0,1.39,14.28
2,2024-01-08 12:41:26,1,15.66,168,83,JFK Airport,1,66.33,0.5,1.0,0.0,0.0,16.09,83.92
1,2024-01-21 04:29:01,6,1.88,215,204,Queens,1,7.73,0.5,1.0,0.0,0.0,1.43,10.66
1,2024-01-17 12:41:03,4,1.83,245,191,Manhattan,2,11.49,0.5,1.0,2.75,0.0,0.1,15.84
2,2024-01-20 22:26:18,2,3.87,242,24,Brooklyn,1,12.2,0.5,1.0,0.0,0.0,2.72,16.42
1,2024-01-19 15:41:02,1,2.22,20,57,Manhattan,2,12.49,0.5,1.0,2.75,0.0,0.34,17.08
2,2024-01-23 19:00:13,2,3.19,170,6,Brooklyn,1,12.48,0.5,1.0,0.0,0.0,1.62,15.6
2,2024-01-17 23:18:16,6,0.64,47,34,Manhattan,2,11.3,0.5,1.0,2.75,0.0,0.14,15.69
1,2024-01-28 18:33:38,1,2.82,224,34,Queens,1,11.43,0.5,1.0,0.0,0.0,2.31,15.24
2,2024-01-09 18:52:46,3,3.85,148,178,Staten Island,1,17.36,0.5,1.0,0.0,0.0,3.14,22.0
2,2024-01-16 11:29:16,5,6.33,109,71,Bronx,2,18.64,0.5,1.0,0.0,0.0,0.15,20.29
1,2024-01-23 11:33:55,2,0.95,168,250,Manhattan,2,6.95,0.5,1.0,2.75,0.0,0.13,11.33
1,2024-01-22 08:45:58,6,3.28,142,103,Bronx,2,14.61,0.5,1.0,0.0,0.0,0.07,16.18
1,2024-01-09 10:53:17,3,0.44,97,190,Manhattan,1,7.77,0.5,1.0,2.75,0.0,0.93,12.95
2,2024-01-10 14:49:09,3,2.22,164,116,Manhattan,1,12.8,0.5,1.0,2.75,0.0,2.91,19.96
1,2024-01-18 14:23:59,1,7.0,32,171,Manhattan,1,24.42,0.5,1.0,2.75,0.0,5.92,34.59
2,2024-01-24 13:24:55,1,2.5,152,262,Manhattan,1,11.03,0.5,1.0,2.75,0.0,1.88,17.16
1,2024-01-07 18:34:20,2,5.87,6,61,Bronx,1,22.66,0.5,1.0,0.0,0.0,5.07,29.23
2,2024-01-25 12:35:07,0,6.15,114,192,Manhattan,1,21.06,0.5,1.0,2.75,0.0,4.97,30.28
1,2024-01-14 19:01:37,4,2.82,61,82,Brooklyn,1,10.7,0.5,1.0,0.0,0.0,2.26,14.46
2,2024-01-05 19:32:13,2,1.79,207,206,Manhattan,1,11.97,0.5,1.0,2.75,0.0,2.16,18.38
2,2024-01-23 08:16:06,1,2.28,84,213,Queens,1,10.84,0.5,1.0,0.0,0.0,1.26,13.6
1,2024-01-15 15:15:37,1,2.57,138,175,Bronx,2,9.08,0.5,1.0,0.0,0.0,0.04,10.62
1,2024-01-19 20:15:07,1,0.84,150,200,Manhattan,1,12.01,0.5,1.0,2.75,0.0,1.76,18.02
2,2024-01-23 23:34:02,1,3.05,239,148,Manhattan,1,15.5,0.5,1.0,2.75,0.0,1.66,21.41
1,2024-01-17 19:19:34,6,0.93,35,80,Queens,1,8.36,0.5,1.0,0.0,0.0,1.78,11.64
1,2024-01-07 06:08:18,6,3.37,113,1,Manhattan,1,14.79,0.5,1.0,2.75,0.0,2.84,21.88
2,2024-01-18 02:52:23,4,9.5,262,200,Queens,2,35.09,0.5,1.0,0.0,0.0,0.86,37.45
2,2024-01-23 10:04:24,2,2.71,139,205,Manhattan,1,16.33,0.5,1.0,2.75,0.0,2.07,22.65
2,2024-01-17 17:22:31,2,5.57,94,71,Queens,2,20.01,0.5,1.0,0.0,0.0,0.55,22.06
2,2024-01-13 15:45:42,1,1.23,171,208,Queens,2,4.73,0.5,1.0,0.0,0.0,0.02,6.25
2,2024-01-12 19:02:41,1,3.61,182,196,Manhattan,2,15.06,0.5,1.0,2.75,0.0,0.33,19.64
2,2024-01-24 08:29:49,6,0.47,155,63,Manhattan,1,10.29,0.5,1.0,2.75,0.0,1.06,15.6
2,2024-01-17 17:44:29,1,0.0,235,16,Manhattan,1,13.21,0.5,1.0,2.75,0.0,2.78,20.24
2,2024-01-20 10:48:24,6,12.76,232,153,JFK Airport,1,68.08,0.5,1.0,0.0,6.94,9.8,86.32
2,2024-01-26 16:50:56,3,4.09,154,28,Queens,2,16.81,0.5,1.0,0.0,0.0,0.15,18.46
2,2024-01-15 10:00:03,1,1.35,196,159,Brooklyn,1,11.18,0.5,1.0,0.0,0.0,2.6,15.28
2,2024-01-19 01:56:02,5,5.26,186,115,Manhattan,1,19.57,0.5,1.0,2.75,0.0,3.88,27.7
1,2024-01-17 06:22:55,6,3.46,82,29,Queens,1,13.42,0.5,1.0,0.0,0.0,3.26,18.18
1,2024-01-15 07:03:10,4,1.79,169,103,Manhattan,1,7.88,0.5,1.0,2.75,0.0,1.8,13.93
1,2024-01-07 10:09:10,5,3.58,118,80,Manhattan,1,13.8,0.5,1.0,2.75,0.0,2.85,20.9
1,2024-01-19 18:34:52,6,2.58,164,152,Manhattan,1,14.4,0.5,1.0,2.75,0.0,2.24,20.89
1,2024-01-19 05:21:10,1,3.36,76,126,Queens,2,15.95,0.5,1.0,0.0,0.0,0.37,17.82
1,2024-01-15 14:49:24,2,1.81,226,64,Manhattan,1,11.31,0.5,1.0,2.75,0.0,1.48,17.04
2,2024-01-18 15:28:37,1,2.16,152,230,Queens,1,11.0,0.5,1.0,0.0,0.0,1.14,13.64
1,2024-01-02 20:26:21,1,11.94,112,119,LGA Airport,1,36.96,0.5,1.0,0.0,6.94,5.05,50.45
2,2024-01-02 18:30:16,5,3.13,204,227,Brooklyn,1,15.27,0.5,1.0,0.0,0.0,1.88,18.65
1,2024-01-04 16:03:28,3,0.39,34,69,Manhattan,1,8.18,0.5,1.0,2.75,0.0,1.15,13.58
1,2024-01-13 06:42:51,3,7.95,237,256,Brooklyn,2,23.56,0.5,1.0,0.0,0.0,0.5,25.56
2,2024-01-01 11:13:27,1,20.84,64,7,JFK Airport,1,69.44,0.5,1.0,0.0,0.0,15.46,86.4
2,2024-01-01 13:57:25,5,1.58,42,99,Queens,2,9.86,0.5,1.0,0.0,0.0,0.14,11.5
2,2024-01-14 16:15:44,6,3.06,51,70,Brooklyn,2,14.12,0.5,1.0,0.0,0.0,0.39,16.01
2,2024-01-26 18:17:00,6,2.12,177,51,Brooklyn,1,7.3,0.5,1.0,0.0,0.0,1.52,10.32
1,2024-01-07 16:05:14,5,3.1,28,119,Manhattan,2,16.86,0.5,1.0,2.75,0.0,0.34,21.45
1,2024-01-25 05:10:33,1,11.02,18,24,LGA Airport,1,33.8,0.5,1.0,0.0,6.94,4.52,46.76
2,2024-01-18 14:21:37,3,3.93,98,64,Manhattan,1,14.68,0.5,1.0,2.75,0.0,2.0,20.93
1,2024-01-27 16:39:09,1,1.24,103,199,Queens,1,7.53,0.5,1.0,0.0,0.0,1.45,10.48
1,2024-01-26 18:33:58,4,2.11,64,106,Brooklyn,1,10.01,0.5,1.0,0.0,0.0,1.32,12.83
2,2024-01-18 01:08:47,2,1.2,230,259,Manhattan,1,7.9,0.5,1.0,2.75,0.0,1.97,14.12
2,2024-01-02 10:13:23,4,13.06,193,41,JFK Airport,1,75.01,0.5,1.0,0.0,6.94,8.75,92.2
2,2024-01-08 21:20:43,4,2.77,218,260,Manhattan,1,11.05,0.5,1.0,2.75,0.0,2.71,18.01
1,2024-01-22 11:02:33,4,2.64,9,221,Manhattan,1,14.05,0.5,1.0,2.75,0.0,3.44,21.74
1,2024-01-22 18:19:33,1,4.19,219,163,Manhattan,1,19.84,0.5,1.0,2.75,0.0,2.5,26.59
2,2024-01-18 04:41:50,2,7.46,185,229,Queens,1,21.88,0.5,1.0,0.0,0.0,2.55,25.93
2,2024-01-06 07:50:32,2,16.64,116,27,JFK Airport,1,74.33,0.5,1.0,0.0,6.94,14.53,97.3
2,2024-01-21 01:29:34,5,3.41,40,47,Bronx,1,11.62,0.5,1.0,0.0,0.0,2.75,15.87
1,2024-01-16 18:09:16,2,3.63,97,55,Manhattan,1,18.95,0.5,1.0,2.75,0.0,2.82,26.02
1,2024-01-12 18:24:17,4,3.44,142,10,Brooklyn,1,14.94,0.5,1.0,0.0,0.0,3.46,19.9
1,2024-01-27 15:30:21,2,1.33,136,206,Manhattan,1,9.83,0.5,1.0,2.75,0.0,1.73,15.81
2,2024-01-26 10:41:14,1,2.33,162,71,Manhattan,2,11.97,0.5,1.0,2.75,0.0,0.16,16.38
2,2024-01-26 17:39:17,5,3.81,105,111,Queens,1,15.5,0.5,1.0,0.0,0.0,2.38,19.38
2,2024-01-19 18:57:09,6,2.34,262,204,Brooklyn,1,12.51,0.5,1.0,0.0,0.0,2.86,16.87
2,2024-01-04 09:53:50,5,0.21,191,187,Manhattan,1,9.25,0.5,1.0,2.75,0.0,2.25,15.75
2,2024-01-27 18:48:39,5,2.37,177,218,Queens,1,9.39,0.5,1.0,0.0,0.0,1.19,12.08
2,2024-01-28 17:55:02,6,6.17,61,140,Manhattan,1,25.6,0.5,1.0,2.75,0.0,5.95,35.8
2,2024-01-13 11:41:31,1,3.49,17,27,Bronx,1,-18.28,0.5,1.0,0.0,0.0,2.06,18.36
1,2024-01-12 07:05:34,1,2.81,18,191,Bronx,2,11.01,0.5,1.0,0.0,0.0,0.18,12.69
2,2024-01-19 13:07:51,4,3.55,14,120,Manhattan,1,17.04,0.5,1.0,2.75,0.0,2.38,23.67
1,2024-01-16 19:01:49,2,0.48,225,24,Staten Island,2,8.5,0.5,1.0,0.0,0.0,0.13,10.13
1,2024-01-12 07:00:37,1,4.5,151,179,Queens,2,19.2,0.5,1.0,0.0,0.0,0.38,21.08
2,2024-01-23 09:51:50,6,2.93,115,170,Manhattan,2,14.8,0.5,1.0,2.75,0.0,0.2,19.25
2,2024-01-22 19:12:33,6,1.03,169,68,Queens,1,7.99,0.5,1.0,0.0,0.0,1.87,11.36
1,2024-01-06 11:25:35,2,8.44,117,56,Queens,1,28.53,0.5,1.0,0.0,0.0,4.06,34.09
2,2024-01-01 08:18:20,2,1.04,253,14,Manhattan,2,11.3,0.5,1.0,2.75,0.0,0.13,15.68
1,2024-01-24 18:06:51,3,2.05,158,13,Manhattan,2,13.8,0.5,1.0,2.75,0.0,0.32,18.37
2,2024-01-25 03:38:34,2,0.94,186,51,Queens,2,8.03,0.5,1.0,0.0,0.0,0.01,9.54
2,2024-01-23 08:42:08,1,17.53,185,139,LGA Airport,1,53.91,0.5,1.0,0.0,6.94,13.0,75.35
2,2024-01-24 20:23:58,4,14.56,167,263,LGA Airport,1,44.25,0.5,1.0,0.0,0.0,5.1,50.85
1,2024-01-14 13:21:47,5,4.85,171,94,Queens,2,20.42,0.5,1.0,0.0,0.0,0.48,22.4
2,2024-01-21 13:15:32,2,2.9,244,31,Staten Island,1,13.29,0.5,1.0,0.0,0.0,2.86,17.65
1,2024-01-12 18:50:21,2,18.1,69,226,LGA Airport,1,53.31,0.5,1.0,0.0,6.94,13.13,74.88
2,2024-01-05 17:26:52,3,4.86,208,98,Brooklyn,1,19.71,0.5,1.0,0.0,0.0,3.63,24.84
1,2024-01-02 09:20:43,1,2.59,240,211,Manhattan,1,16.42,0.5,1.0,2.75,0.0,1.93,22.6
1,2024-01-04 22:23:26,1,4.17,206,214,Bronx,2,15.15,0.5,1.0,0.0,0.0,0.17,16.82
1,2024-01-08 12:03:19,1,1.24,54,153,Brooklyn,1,7.44,0.5,1.0,0.0,0.0,1.81,10.75
2,2024-01-04 17:38:06,5,9.66,136,73,Bronx,2,36.43,0.5,1.0,0.0,0.0,0.72,38.65
1,2024-01-09 10:10:58,3,9.69,45,212,Bronx,1,31.86,0.5,1.0,0.0,0.0,7.27,40.63
1,2024-01-16 15:23:01,3,0.51,69,117,Brooklyn,1,4.24,0.5,1.0,0.0,0.0,1.03,6.77
2,2024-01-19 08:19:13,2,16.05,1,206,LGA Airport,1,46.47,0.5,1.0,0.0,0.0,5.66,53.63
1,2024-01-23 17:02:51,2,1.0,214,125,Manhattan,2,11.71,0.5,1.0,2.75,0.0,0.14,16.1
2,2024-01-27 18:30:01,2,2.66,247,93,Manhattan,1,7.53,0.5,1.0,2.75,0.0,0.96,12.74
1,2024-01-25 13:27:38,2,2.14,83,95,Manhattan,1,12.88,0.5,1.0,2.75,0.0,2.04,19.17
1,2024-01-12 18:39:11,2,3.94,177,22,Manhattan,1,14.43,0.5,1.0,2.75,0.0,1.82,20.5
1,2024-01-17 19:29:19,1,0.58,93,154,Queens,1,9.1,0.5,1.0,0.0,0.0,1.05,11.65
1,2024-01-18 13:15:04,5,5.79,143,90,Manhattan,1,23.69,0.5,1.0,2.75,0.0,3.99,31.93
1,2024-01-09 03:08:11,4,2.91,159,58,Queens,1,11.98,0.5,1.0,0.0,0.0,1.65,15.13
2,2024-01-09 11:08:14,4,2.14,254,78,Queens,1,7.96,0.5,1.0,0.0,0.0,0.88,10.34
1,2024-01-16 21:51:56,6,1.02,21,136,Bronx,1,3.54,0.5,1.0,0.0,0.0,0.84,5.88
1,2024-01-11 20:27:42,1,7.25,221,256,Manhattan,1,28.53,0.5,1.0,2.75,0.0,6.16,38.94
1,2024-01-07 23:10:42,1,11.58,39,83,Bronx,2,35.88,0.5,1.0,0.0,0.0,0.26,37.64
1,2024-01-20 19:37:11,1,1.1,97,140,Bronx,1,7.69,0.5,1.0,0.0,0.0,0.8,9.99
2,2024-01-21 13:45:28,1,5.44,148,147,Bronx,1,17.15,0.5,1.0,0.0,0.0,2.41,21.06
2,2024-01-15 20:34:45,4,2.69,43,50,Manhattan,1,17.67,0.5,1.0,2.75,0.0,2.78,24.7
1,2024-01-01 12:33:17,0,3.94,68,47,Manhattan,2,14.07,0.5,1.0,2.75,0.0,0.22,18.54
2,2024-01-23 21:20:50,5,2.03,10,130,Manhattan,2,12.64,0.5,1.0,2.75,0.0,0.18,17.07
1,2024-01-08 11:56:41,5,2.45,57,53,Queens,1,9.07,0.5,1.0,0.0,0.0,2.11,12.68
2,2024-01-19 17:18:40,1,3.66,59,205,Manhattan,2,16.77,0.5,1.0,2.75,0.0,0.04,21.06
1,2024-01-07 12:17:12,5,1.24,249,186,Brooklyn,1,5.42,0.5,1.0,0.0,0.0,0.83,7.75
1,2024-01-16 20:22:44,1,2.57,125,56,Manhattan,2,15.1,0.5,1.0,2.75,0.0,0.2,19.55
2,2024-01-14 21:31:41,4,3.21,31,210,Brooklyn,2,10.8,0.5,1.0,0.0,0.0,0.2,12.5
2,2024-01-05 07:36:49,5,12.05,83,213,JFK Airport,1,68.63,0.5,1.0,0.0,6.94,7.5,84.57
1,2024-01-27 14:06:25,4,7.1,176,79,Queens,1,24.47,0.5,1.0,0.0,0.0,3.99,29.96
2,2024-01-11 11:21:28,2,2.49,21,77,Brooklyn,2,10.85,0.5,1.0,0.0,0.0,0.22,12.57
2,2024-01-11 14:04:03,1,1.55,219,59,Manhattan,1,9.08,0.5,1.0,2.75,0.0,0.93,14.26
2,2024-01-10 14:06:12,3,1.88,25,165,Manhattan,1,11.35,0.5,1.0,2.75,0.0,1.31,16.91
2,2024-01-09 06:39:30,4,1.61,182,199,Brooklyn,1,6.45,0.5,1.0,0.0,0.0,1.06,9.01
2,2024-01-14 16:05:44,2,17.41,202,115,JFK Airport,1,76.07,0.5,1.0,0.0,6.94,9.01,93.52
2,2024-01-19 14:51:39,3,0.5,73,16,Brooklyn,2,5.5,0.5,1.0,0.0,0.0,0.07,7.07
1,2024-01-16 20:01:24,1,2.65,238,137,Queens,1,12.24,0.5,1.0,0.0,0.0,3.02,16.76
2,2024-01-13 18:12:43,1,5.14,226,77,Queens,2,17.82,0.5,1.0,0.0,0.0,0.25,19.57
1,2024-01-16 11:10:40,2,1.6,148,247,Manhattan,2,11.06,0.5,1.0,2.75,0.0,0.32,15.63
1,2024-01-26 12:51:06,4,3.6,113,78,Manhattan,2,17.73,0.5,1.0,2.75,0.0,0.18,22.16
2,2024-01-06 13:51:30,1,1.36,32,138,Brooklyn,1,7.29,0.5,1.0,0.0,0.0,1.62,10.41
1,2024-01-22 14:03:32,6,7.18,62,58,Bronx,1,22.27,0.5,1.0,0.0,0.0,4.75,28.52
2,2024-01-12 08:19:47,6,2.29,75,193,Queens,1,13.07,0.5,1.0,0.0,0.0,1.6,16.17
1,2024-01-27 11:40:06,6,3.16,231,94,Manhattan,1,14.39,0.5,1.0,2.75,0.0,3.1,21.74
2,2024-01-23 19:32:20,2,3.67,137,32,Manhattan,1,18.94,0.5,1.0,2.75,0.0,3.78,26.97
1,2024-01-12 21:45:48,1,4.12,255,118,Brooklyn,1,13.87,0.5,1.0,0.0,0.0,2.34,17.71
2,2024-01-09 10:43:22,3,0.68,18,218,Brooklyn,1,4.01,0.5,1.0,0.0,0.0,0.99,6.5
2,2024-01-07 20:48:59,4,1.71,221,42,Queens,1,7.69,0.5,1.0,0.0,0.0,0.92,10.11
1,2024-01-17 15:45:50,1,3.34,225,241,Staten Island,2,11.51,0.5,1.0,0.0,0.0,0.28,13.29
2,2024-01-21 11:51:58,1,1.8,134,97,Brooklyn,2,10.88,0.5,1.0,0.0,0.0,0.06,12.44
1,2024-01-24 12:39:22,1,2.32,193,76,Bronx,1,8.42,0.5,1.0,0.0,0.0,1.62,11.54
2,2024-01-22 08:13:13,4,3.23,156,18,Manhattan,1,17.77,0.5,1.0,2.75,0.0,3.13,25.15
1,2024-01-03 17:41:45,4,2.26,217,190,Bronx,1,12.95,0.5,1.0,0.0,0.0,1.58,16.03
1,2024-01-04 13:08:59,2,2.44,173,54,Manhattan,1,13.92,0.5,1.0,2.75,0.0,3.14,21.31
1,2024-01-12 17:49:19,2,10.56,250,226,Queens,1,36.79,0.5,1.0,0.0,0.0,5.75,44.04
1,2024-01-13 19:52:03,4,1.57,138,189,Queens,1,8.84,0.5,1.0,0.0,0.0,1.16,11.5
1,2024-01-02 16:58:36,1,1.21,126,259,Manhattan,1,9.96,0.5,1.0,2.75,0.0,1.23,15.44
2,2024-01-20 09:03:27,3,3.99,40,216,Manhattan,2,16.82,0.5,1.0,2.75,0.0,0.08,21.15
1,2024-01-01 15:34:18,1,1.62,47,148,Queens,1,8.62,0.5,1.0,0.0,0.0,2.03,12.15
2,2024-01-03 15:44:53,2,1.61,86,233,Staten Island,1,7.6,0.5,1.0,0.0,0.0,1.14,10.24
1,2024-01-18 13:12:34,2,1.8,175,22,Brooklyn,1,6.39,0.5,1.0,0.0,0.0,1.45,9.34
1,2024-01-01 08:22:54,2,3.54,100,63,Manhattan,1,19.73,0.5,1.0,2.75,0.0,2.19,26.17
2,2024-01-28 09:23:55,6,2.07,144,224,Queens,1,7.21,0.5,1.0,0.0,0.0,1.38,10.09
1,2024-01-27 20:33:54,3,2.97,237,30,Manhattan,1,14.2,0.5,1.0,2.75,0.0,3.04,21.49
1,2024-01-18 19:18:47,6,398.1,55,255,Manhattan,1,11.95,0.5,1.0,2.75,0.0,2.58,18.78
1,2024-01-20 19:25:47,2,0.95,226,143,Brooklyn,1,4.23,0.5,1.0,0.0,0.0,0.77,6.5
1,2024-01-11 16:22:43,3,8.42,6,188,Manhattan,1,34.26,0.5,1.0,2.75,0.0,3.8,42.31
1,2024-01-12 09:15:17,1,2.94,97,56,Bronx,1,11.94,0.5,1.0,0.0,0.0,2.63,16.07
2,2024-01-23 19:59:54,3,2.01,176,238,Brooklyn,2,14.39,0.5,1.0,0.0,0.0,0.27,16.16
1,2024-01-15 09:43:28,2,2.23,183,262,Brooklyn,1,10.47,0.5,1.0,0.0,0.0,1.6,13.57
2,2024-01-10 15:56:53,6,3.02,44,204,Manhattan,2,12.23,0.5,1.0,2.75,0.0,0.33,16.81
2,2024-01-25 14:15:32,2,3.99,229,50,Manhattan,1,15.67,0.5,1.0,2.75,0.0,3.83,23.75
2,2024-01-12 17:22:24,6,1.89,199,111,Manhattan,1,14.05,0.5,1.0,2.75,0.0,2.37,20.67
1,2024-01-24 20:16:12,1,4.08,48,18,Queens,1,14.15,0.5,1.0,0.0,0.0,3.44,19.09
1,2024-01-10 19:31:05,0,1.73,146,117,Bronx,1,13.63,0.5,1.0,0.0,0.0,1.44,16.57
2,2024-01-27 23:47:37,4,3.04,65,127,Manhattan,1,16.75,0.5,1.0,2.75,0.0,4.09,25.09
1,2024-01-20 09:13:26,4,1.84,102,161,Manhattan,2,9.21,0.5,1.0,2.75,0.0,0.2,13.66
2,2024-01-21 03:06:26,1,1.69,85,223,Bronx,1,5.71,0.5,1.0,0.0,0.0,0.8,8.01
2,2024-01-10 21:06:53,4,1.51,159,236,Manhattan,1,10.97,0.5,1.0,2.75,0.0,2.07,17.29
2,2024-01-25 09:15:20,2,1.49,65,98,Queens,2,9.85,0.5,1.0,0.0,0.0,0.22,11.57
1,2024-01-03 14:33:06,1,1.63,190,155,Bronx,2,4.11,0.5,1.0,0.0,0.0,0.08,5.69
1,2024-01-15 09:44:45,1,2.7,209,199,Brooklyn,1,9.55,0.5,1.0,0.0,0.0,2.25,13.3
1,2024-01-11 07:04:00,6,5.34,30,151,Bronx,1,20.52,0.5,1.0,0.0,0.0,4.19,26.21
2,2024-01-03 08:33:18,1,2.57,111,147,Queens,2,9.3,0.5,1.0,0.0,0.0,0.02,10.82
2,2024-01-20 10:36:27,1,2.17,12,33,Brooklyn,1,8.57,0.5,1.0,0.0,0.0,1.8,11.87
2,2024-01-21 18:08:34,1,5.65,194,177,Manhattan,1,22.37,0.5,1.0,2.75,0.0,3.69,30.31
1,2024-01-18 12:43:50,4,2.38,11,178,Manhattan,2,11.82,0.5,1.0,2.75,0.0,0.02,16.09
1,2024-01-27 12:43:53,5,4.6,207,99,Queens,1,16.75,0.5,1.0,0.0,0.0,3.82,22.07
2,2024-01-23 06:09:15,5,4.62,20,96,Manhattan,1,18.33,0.5,1.0,2.75,0.0,2.16,24.74
1,2024-01-01 07:09:20,2,3.68,52,259,Manhattan,1,17.51,0.5,1.0,2.75,0.0,1.84,23.6
1,2024-01-12 10:27:02,6,2.9,129,128,Brooklyn,1,12.57,0.5,1.0,0.0,0.0,2.03,16.1
2,2024-01-04 16:25:26,6,2.17,176,55,Manhattan,1,13.18,0.5,1.0,2.75,0.0,2.49,19.92
2,2024-01-18 10:07:31,1,2.51,229,35,Manhattan,1,16.3,0.5,1.0,2.75,0.0,3.36,23.91
2,2024-01-10 15:55:35,4,1.98,17,34,Manhattan,2,16.39,0.5,1.0,2.75,0.0,0.36,21.0
2,2024-01-26 23:28:55,1,2.82,198,46,Manhattan,1,17.31,0.5,1.0,2.75,0.0,3.36,24.92
1,2024-01-16 15:17:02,2,1.86,83,203,Bronx,1,9.15,0.5,1.0,0.0,0.0,1.99,12.64
2,2024-01-07 15:26:01,1,0.95,87,246,Queens,1,4.95,0.5,1.0,0.0,0.0,0.94,7.39
1,2024-01-18 08:51:18,2,2.43,172,158,Queens,1,11.03,0.5,1.0,0.0,0.0,1.94,14.47
2,2024-01-11 10:48:01,2,2.66,190,166,Manhattan,1,15.88,0.5,1.0,2.75,0.0,3.05,23.18
1,2024-01-04 15:01:49,4,2.09,250,181,Manhattan,1,12.86,0.5,1.0,2.75,0.0,2.88,19.99
2,2024-01-24 11:42:49,1,1.5,182,229,Queens,1,8.45,0.5,1.0,0.0,0.0,1.3,11.25
1,2024-01-27 07:41:19,4,14.85,79,204,JFK Airport,1,73.63,0.5,1.0,0.0,0.0,17.07,92.2
1,2024-01-03 20:04:26,1,311.5,84,161,JFK Airport,1,75.34,0.5,1.0,0.0,6.94,15.1,98.88
1,2024-01-25 21:59:27,2,0.63,83,26,Manhattan,1,10.9,0.5,1.0,2.75,0.0,1.68,16.83
2,2024-01-16 07:53:22,1,10.96,155,78,JFK Airport,2,63.34,0.5,1.0,0.0,6.94,0.4,72.18
1,2024-01-05 09:27:05,4,3.37,221,248,Manhattan,1,18.54,0.5,1.0,2.75,0.0,2.66,25.45
